"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/16/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/17/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/18/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/19/2025","AQS","060370016","2","0.2","ppm","2","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/20/2025","AQS","060370016","2","0.2","ppm","2","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/21/2025","AQS","060370016","2","0.2","ppm","2","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/22/2025","AQS","060370016","2","0.2","ppm","2","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/23/2025","AQS","060370016","2","0.2","ppm","2","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/24/2025","AQS","060370016","2","0.2","ppm","2","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/25/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/26/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/27/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/28/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/29/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"06/30/2025","AQS","060370016","2","0.3","ppm","3","Glendora","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"07/01/2025","AQS","060370016","2","0.2","ppm","2","Glendora","2","8.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.14435","-117.85036"
"01/01/2025","AQS","060371103","9","1.1","ppm","13","Los Angeles-North Main Street","18","75.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/02/2025","AQS","060371103","9","1.2","ppm","14","Los Angeles-North Main Street","21","88.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/03/2025","AQS","060371103","9","1.5","ppm","17","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/04/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/05/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/06/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/07/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","14","58.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/08/2025","AQS","060371103","9","1.1","ppm","13","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/09/2025","AQS","060371103","9","2","ppm","23","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/10/2025","AQS","060371103","9","1.3","ppm","15","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/11/2025","AQS","060371103","9","1.2","ppm","14","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/12/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/13/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/14/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/15/2025","AQS","060371103","9","1","ppm","11","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/16/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/17/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","13","54.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/18/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/19/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/20/2025","AQS","060371103","9","0.5","ppm","6","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/21/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/22/2025","AQS","060371103","9","1.2","ppm","14","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/23/2025","AQS","060371103","9","1.2","ppm","14","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/24/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/25/2025","AQS","060371103","9","1","ppm","11","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/26/2025","AQS","060371103","9","0.2","ppm","2","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/27/2025","AQS","060371103","9","0.5","ppm","6","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/28/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/29/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/30/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/31/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/01/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/02/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/03/2025","AQS","060371103","9","1.2","ppm","14","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/04/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/05/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/06/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/07/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/08/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/09/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/10/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/11/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/12/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/13/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/14/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/15/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/16/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/17/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/18/2025","AQS","060371103","9","0.5","ppm","6","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/19/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/20/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/21/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/22/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/23/2025","AQS","060371103","9","0.9","ppm","10","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/24/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/25/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/26/2025","AQS","060371103","9","1.2","ppm","14","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/27/2025","AQS","060371103","9","1.2","ppm","14","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"02/28/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/01/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/02/2025","AQS","060371103","9","0.2","ppm","2","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/03/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/04/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/05/2025","AQS","060371103","9","0.5","ppm","6","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/06/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","18","75.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/07/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/08/2025","AQS","060371103","9","0.5","ppm","6","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/09/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/10/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/11/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/12/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/13/2025","AQS","060371103","9","0.2","ppm","2","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/14/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/15/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/16/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/17/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/18/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/19/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/20/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/21/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/22/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/23/2025","AQS","060371103","9","0.5","ppm","6","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/24/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/25/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/26/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/27/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/28/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/29/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/30/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"03/31/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/01/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/02/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/03/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/04/2025","AQS","060371103","9","0.5","ppm","6","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/05/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/06/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/07/2025","AQS","060371103","9","0.6","ppm","7","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/08/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/09/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","15","63.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/10/2025","AQS","060371103","9","0.8","ppm","9","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/11/2025","AQS","060371103","9","0.7","ppm","8","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/12/2025","AQS","060371103","9","0.4","ppm","5","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/13/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/14/2025","AQS","060371103","9","0.3","ppm","3","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/15/2025","AQS","060371103","9","0.2","ppm","2","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"04/16/2025","AQS","060371103","9","0.2","ppm","2","Los Angeles-North Main Street","24","100.0000","42101","Carbon monoxide","554","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
